ch1_LF5-FpZ,ch2_OTE_L-FpZ,ch3_BE_L-FpZ,ch4_RF6-FpZ,ch5_OTE_R-FpZ,ch6_BE_R-FpZ
4997.0,275068.0,-14523.0,24406.0,264511.0,-16180.0
5061.0,278688.0,8488.0,24527.0,273976.0,130.0
5002.0,275235.0,-11219.0,24414.0,265792.0,-8532.0
5077.0,278430.0,4716.0,24520.0,272613.0,-6727.0
5000.0,275600.0,-7262.0,24432.0,267357.0,-592.0
5075.0,278113.0,620.0,24509.0,271006.0,-13535.0
4995.0,275994.0,-2950.0,24443.0,268915.0,6745.0
5070.0,277647.0,-3801.0,24493.0,269319.0,-20131.0
5005.0,276432.0,1470.0,24462.0,270642.0,13483.0
5051.0,277211.0,-8067.0,24481.0,267630.0,-25840.0
5032.0,276944.0,5674.0,24476.0,272272.0,18909.0
5065.0,276699.0,-12023.0,24460.0,266069.0,-30315.0
5036.0,277471.0,9385.0,24493.0,273765.0,22935.0
5047.0,276189.0,-15394.0,24443.0,264728.0,-33110.0
5026.0,277920.0,12300.0,24511.0,275029.0,25393.0
5035.0,275744.0,-18007.0,24436.0,263703.0,-33934.0
5043.0,278292.0,14258.0,24527.0,275856.0,25864.0
5017.0,275368.0,-19490.0,24420.0,262974.0,-33081.0
5064.0,278612.0,15186.0,24533.0,276305.0,24271.0
5013.0,275099.0,-19947.0,24409.0,262680.0,-30460.0
5060.0,278795.0,14926.0,24537.0,276264.0,20777.0
5000.0,274954.0,-19267.0,24411.0,262834.0,-26206.0
5064.0,278895.0,13653.0,24544.0,275877.0,15906.0
4993.0,274927.0,-17491.0,24411.0,263524.0,-20196.0
5073.0,278862.0,11367.0,24538.0,275264.0,10358.0
4995.0,275021.0,-15004.0,24411.0,264619.0,-12795.0
5080.0,278683.0,8171.0,24534.0,274087.0,3876.0
4993.0,275242.0,-11614.0,24422.0,265689.0,-5473.0
5075.0,278425.0,4452.0,24527.0,272555.0,-3609.0
4998.0,275583.0,-7617.0,24436.0,267153.0,1806.0
5073.0,278073.0,259.0,24515.0,270922.0,-11104.0
5016.0,275993.0,-3159.0,24450.0,268626.0,8537.0
5070.0,277662.0,-3927.0,24505.0,268820.0,-18983.0
5010.0,276452.0,1547.0,24465.0,269674.0,12983.0
5065.0,277170.0,-7814.0,24486.0,266322.0,-28056.0
5012.0,276968.0,6445.0,24484.0,270549.0,14407.0
5060.0,276686.0,-11122.0,24470.0,264069.0,-37243.0
5030.0,277474.0,10826.0,24503.0,271574.0,13575.0
5045.0,276212.0,-13901.0,24452.0,262424.0,-45000.0
5046.0,277996.0,14358.0,24519.0,272711.0,11360.0
5041.0,275725.0,-15963.0,24442.0,261372.0,-50241.0
5056.0,278381.0,16797.0,24536.0,273680.0,8116.0
5029.0,275407.0,-17143.0,24432.0,260834.0,-52577.0
5061.0,278694.0,18007.0,24549.0,274311.0,3942.0
5013.0,275153.0,-17291.0,24426.0,260728.0,-52183.0
5072.0,278868.0,17930.0,24556.0,274542.0,-1244.0
5003.0,274996.0,-16414.0,24430.0,261198.0,-49068.0
5091.0,278948.0,16734.0,24562.0,274447.0,-6838.0
5019.0,274978.0,-14573.0,24427.0,262022.0,-43784.0
5093.0,278908.0,14495.0,24555.0,273808.0,-13322.0
5018.0,275082.0,-11864.0,24422.0,263096.0,-37357.0
5091.0,278735.0,11365.0,24544.0,272846.0,-20326.0
5013.0,275279.0,-8426.0,24430.0,264569.0,-29794.0
5090.0,278486.0,7499.0,24532.0,271592.0,-27357.0
4998.0,275620.0,-4514.0,24441.0,266181.0,-22017.0
5102.0,278121.0,3270.0,24521.0,270059.0,-34412.0
5020.0,275988.0,-148.0,24454.0,267851.0,-14635.0
5084.0,277669.0,-1233.0,24502.0,268400.0,-41135.0
5018.0,276488.0,4230.0,24469.0,269628.0,-7910.0
5080.0,277192.0,-5699.0,24484.0,266714.0,-47033.0
5029.0,276990.0,8460.0,24485.0,271350.0,-2315.0
5073.0,276630.0,-9837.0,24469.0,265197.0,-51503.0
5037.0,277496.0,12073.0,24504.0,272961.0,2143.0
5057.0,276186.0,-13240.0,24453.0,263905.0,-54043.0
5061.0,277968.0,15051.0,24520.0,274326.0,4887.0
5056.0,275739.0,-15943.0,24435.0,263061.0,-54591.0
5071.0,278397.0,16848.0,24530.0,275469.0,6347.0
5043.0,275376.0,-17605.0,24424.0,262416.0,-52860.0
5069.0,278664.0,17623.0,24544.0,275838.0,5398.0
5043.0,275110.0,-18045.0,24418.0,262086.0,-49881.0
5089.0,278876.0,17301.0,24550.0,275923.0,2551.0
5033.0,274936.0,-17464.0,24418.0,262270.0,-44999.0
5099.0,278952.0,15838.0,24555.0,275452.0,-1979.0
5030.0,274935.0,-15663.0,24416.0,262771.0,-39077.0
5099.0,278871.0,13421.0,24551.0,274582.0,-8072.0
5015.0,275041.0,-13005.0,24427.0,263742.0,-32234.0
5109.0,278703.0,10162.0,24547.0,273509.0,-14867.0
5019.0,275278.0,-9588.0,24430.0,265075.0,-24597.0
5101.0,278433.0,6355.0,24534.0,272128.0,-21894.0
5021.0,275590.0,-5660.0,24440.0,266545.0,-16938.0
5102.0,278051.0,1983.0,24519.0,270475.0,-29181.0
5031.0,276002.0,-1366.0,24454.0,268261.0,-9459.0
5092.0,277627.0,-2564.0,24505.0,268809.0,-35780.0
5042.0,276457.0,3106.0,24470.0,269984.0,-2575.0
5093.0,277191.0,-6753.0,24495.0,267251.0,-41313.0
5041.0,276959.0,7392.0,24483.0,271850.0,3695.0
5082.0,276609.0,-11086.0,24466.0,265758.0,-45145.0
5044.0,277444.0,11036.0,24502.0,273555.0,8898.0
5069.0,276110.0,-14628.0,24451.0,264484.0,-47204.0
5062.0,277933.0,13904.0,24520.0,274971.0,12299.0
5049.0,275664.0,-17371.0,24441.0,263589.0,-47308.0
5081.0,278372.0,15643.0,24537.0,275976.0,13890.0
5047.0,275273.0,-19155.0,24425.0,262720.0,-45952.0
5089.0,278641.0,16224.0,24546.0,276178.0,12442.0
5046.0,275057.0,-19640.0,24427.0,262316.0,-43361.0
5093.0,278823.0,15712.0,24556.0,276239.0,9260.0
5029.0,274885.0,-19217.0,24420.0,262447.0,-38969.0
5100.0,278875.0,13885.0,24554.0,275655.0,4041.0
5024.0,274836.0,-17769.0,24416.0,262884.0,-33697.0
5113.0,278804.0,11091.0,24551.0,274802.0,-2528.0
5028.0,274928.0,-15719.0,24421.0,263848.0,-27311.0
5104.0,278573.0,6877.0,24542.0,273624.0,-9949.0
5025.0,275097.0,-13484.0,24428.0,265115.0,-20453.0
5108.0,278221.0,1504.0,24529.0,272155.0,-18038.0
5021.0,275332.0,-11443.0,24440.0,266530.0,-13912.0
5099.0,277766.0,-4749.0,24517.0,270505.0,-26432.0
5033.0,275668.0,-8896.0,24447.0,268210.0,-7461.0
5092.0,277347.0,-10471.0,24496.0,268780.0,-33967.0
5032.0,276134.0,-5269.0,24462.0,269868.0,-1406.0
5088.0,276892.0,-15165.0,24483.0,267051.0,-40436.0
5043.0,276697.0,-1109.0,24486.0,271647.0,4013.0
5077.0,276406.0,-19039.0,24467.0,265524.0,-45055.0
5027.0,277250.0,2860.0,24506.0,273247.0,8421.0
5083.0,275963.0,-21835.0,24449.0,264286.0,-47575.0
5068.0,277732.0,6283.0,24519.0,274660.0,11537.0
5062.0,275558.0,-23857.0,24440.0,263397.0,-47808.0
5081.0,278159.0,8749.0,24537.0,275678.0,13027.0
5056.0,275214.0,-24875.0,24433.0,262720.0,-46254.0
5089.0,278454.0,10114.0,24549.0,276165.0,12313.0
5041.0,274964.0,-24905.0,24422.0,262436.0,-43134.0
5093.0,278656.0,10181.0,24549.0,276113.0,9385.0
5033.0,274848.0,-23895.0,24414.0,262544.0,-38588.0
5111.0,278775.0,9407.0,24550.0,275823.0,5149.0
5039.0,274837.0,-21633.0,24412.0,263242.0,-32096.0
5110.0,278770.0,7762.0,24546.0,275106.0,-32.0
5030.0,274947.0,-18437.0,24420.0,264143.0,-24680.0
5112.0,278632.0,5481.0,24543.0,273976.0,-6190.0
5028.0,275175.0,-14513.0,24425.0,265490.0,-16514.0
5109.0,278409.0,2418.0,24530.0,272689.0,-12380.0
5032.0,275498.0,-10117.0,24433.0,266963.0,-8009.0
5105.0,278061.0,-1055.0,24515.0,271085.0,-18764.0
5039.0,275900.0,-5491.0,24451.0,268661.0,110.0
5095.0,277690.0,-4770.0,24512.0,269562.0,-24446.0
5043.0,276378.0,-712.0,24470.0,270400.0,7807.0
5102.0,277215.0,-8592.0,24489.0,267808.0,-29580.0
5050.0,276843.0,3788.0,24482.0,272006.0,14051.0
5084.0,276741.0,-12207.0,24474.0,266296.0,-33602.0
5066.0,277353.0,7731.0,24504.0,273645.0,19026.0
5080.0,276246.0,-15460.0,24456.0,264951.0,-35881.0
5071.0,277838.0,10910.0,24520.0,274936.0,22419.0
5065.0,275789.0,-17940.0,24445.0,263930.0,-36334.0
5080.0,278226.0,13049.0,24533.0,275913.0,23794.0
5063.0,275399.0,-19645.0,24441.0,263215.0,-35057.0
5078.0,278506.0,13949.0,24553.0,276705.0,23621.0
5049.0,275107.0,-20384.0,24434.0,262683.0,-32028.0
5090.0,278674.0,13939.0,24557.0,276203.0,19900.0
5035.0,274954.0,-19980.0,24428.0,263233.0,-27523.0
5093.0,278803.0,12589.0,24565.0,276487.0,17051.0
5030.0,274899.0,-18734.0,24427.0,263471.0,-21054.0
5103.0,278758.0,10637.0,24563.0,275240.0,10702.0
5027.0,274988.0,-16157.0,24434.0,264358.0,-14715.0
5104.0,278643.0,7928.0,24558.0,274370.0,4302.0
5025.0,275167.0,-12805.0,24440.0,265645.0,-7033.0
5117.0,278421.0,4827.0,24549.0,272871.0,-2910.0
5027.0,275479.0,-8585.0,24451.0,266940.0,170.0
5108.0,278109.0,1282.0,24537.0,271255.0,-10313.0
5035.0,275858.0,-4085.0,24466.0,268630.0,7590.0
5099.0,277711.0,-2541.0,24520.0,269583.0,-16960.0
5029.0,276321.0,632.0,24481.0,270292.0,14310.0
5089.0,277284.0,-6342.0,24505.0,267861.0,-23016.0
5040.0,276817.0,5204.0,24501.0,271927.0,19897.0
5083.0,276747.0,-9997.0,24491.0,266146.0,-28125.0
5053.0,277304.0,9171.0,24522.0,273396.0,23715.0
5075.0,276281.0,-13163.0,24475.0,264859.0,-31467.0
5061.0,277777.0,12343.0,24537.0,274862.0,26499.0
5064.0,275844.0,-15846.0,24455.0,263972.0,-32374.0
5069.0,278169.0,14399.0,24545.0,275981.0,27864.0
5047.0,275459.0,-17695.0,24442.0,263239.0,-31266.0
5086.0,278469.0,15415.0,24551.0,276384.0,26976.0
5054.0,275146.0,-18480.0,24431.0,262814.0,-28740.0
5093.0,278662.0,15357.0,24561.0,276462.0,24066.0
5036.0,274948.0,-18299.0,24425.0,262851.0,-24475.0
5094.0,278741.0,14179.0,24560.0,275869.0,19293.0
5031.0,274881.0,-16898.0,24429.0,262968.0,-19660.0
5104.0,278726.0,12412.0,24561.0,274485.0,11729.0
5033.0,274957.0,-14334.0,24431.0,263027.0,-15957.0
5111.0,278588.0,9965.0,24558.0,272680.0,1288.0
5027.0,275121.0,-10929.0,24447.0,263691.0,-12742.0
5111.0,278375.0,7008.0,24556.0,270800.0,-10401.0
5029.0,275423.0,-6864.0,24458.0,264761.0,-10133.0
5103.0,278085.0,3439.0,24543.0,269201.0,-22003.0
5020.0,275770.0,-2544.0,24477.0,266382.0,-6693.0
5102.0,277669.0,-347.0,24531.0,267542.0,-32288.0
5046.0,276219.0,1928.0,24492.0,268238.0,-3033.0
5099.0,277229.0,-4330.0,24514.0,266283.0,-40286.0
5040.0,276701.0,6018.0,24508.0,270419.0,1691.0
5096.0,276744.0,-8464.0,24499.0,265120.0,-45344.0
5061.0,277152.0,9442.0,24525.0,272229.0,5859.0
5082.0,276282.0,-12063.0,24484.0,264006.0,-48452.0
5062.0,277619.0,12206.0,24536.0,273735.0,8619.0
5077.0,275827.0,-15081.0,24470.0,263012.0,-49769.0
5077.0,278006.0,14119.0,24555.0,274634.0,9197.0
5053.0,275430.0,-17083.0,24456.0,262248.0,-49614.0
5075.0,278336.0,15204.0,24563.0,275278.0,7987.0
5054.0,275151.0,-17960.0,24447.0,262073.0,-47036.0
5093.0,278559.0,15268.0,24567.0,275381.0,5167.0
5041.0,274960.0,-17880.0,24441.0,261952.0,-43474.0
5092.0,278664.0,14311.0,24571.0,274872.0,-86.0
5034.0,274884.0,-16729.0,24441.0,262391.0,-38805.0
5100.0,278683.0,12532.0,24571.0,274143.0,-6501.0
5023.0,274946.0,-14685.0,24446.0,263217.0,-33158.0
5106.0,278552.0,9867.0,24568.0,273204.0,-13679.0
5021.0,275091.0,-11881.0,24451.0,264480.0,-26430.0
5102.0,278381.0,6578.0,24556.0,271947.0,-20977.0
5031.0,275367.0,-8465.0,24461.0,265917.0,-19438.0
5109.0,278109.0,2830.0,24550.0,270635.0,-28088.0
5038.0,275722.0,-4591.0,24470.0,267674.0,-12070.0
5103.0,277726.0,-1015.0,24534.0,269066.0,-34525.0
5038.0,276182.0,-138.0,24489.0,269245.0,-5468.0
5105.0,277407.0,-4322.0,24528.0,267506.0,-40206.0
5040.0,276620.0,4341.0,24507.0,270862.0,298.0
5089.0,276885.0,-8195.0,24504.0,265846.0,-44989.0
5046.0,277132.0,8367.0,24525.0,272381.0,4794.0
5089.0,276427.0,-11314.0,24490.0,264526.0,-48093.0
5062.0,277591.0,11655.0,24541.0,273660.0,7503.0
5079.0,275977.0,-13877.0,24475.0,263427.0,-49598.0
5073.0,277980.0,14109.0,24553.0,274608.0,8369.0
5062.0,275581.0,-15740.0,24464.0,262622.0,-49467.0
5081.0,278315.0,15460.0,24564.0,275131.0,7157.0
5051.0,275315.0,-16738.0,24453.0,262262.0,-47526.0
5081.0,278554.0,15740.0,24574.0,275424.0,4540.0
5049.0,275079.0,-16904.0,24445.0,262432.0,-43419.0
5091.0,278664.0,14972.0,24574.0,275231.0,682.0
5037.0,274956.0,-16033.0,24447.0,262950.0,-37621.0
5099.0,278675.0,13241.0,24577.0,274801.0,-3933.0
5025.0,274967.0,-14332.0,24452.0,264004.0,-30087.0
5115.0,278566.0,10623.0,24574.0,274029.0,-9092.0
5035.0,275068.0,-11956.0,24456.0,265268.0,-21830.0
5096.0,278348.0,7179.0,24563.0,272853.0,-14820.0
5032.0,275309.0,-8894.0,24463.0,266599.0,-13658.0
5107.0,278094.0,3394.0,24551.0,271360.0,-21188.0
5038.0,275616.0,-5342.0,24474.0,268113.0,-6002.0
5101.0,277743.0,-747.0,24534.0,269599.0,-27606.0
5042.0,276018.0,-1375.0,24485.0,269533.0,467.0
5098.0,277336.0,-4727.0,24519.0,267944.0,-33701.0
5041.0,276504.0,2641.0,24504.0,271197.0,6175.0
5077.0,276887.0,-8651.0,24505.0,266367.0,-38491.0
5059.0,276950.0,6197.0,24520.0,272569.0,10414.0
5085.0,276416.0,-12229.0,24487.0,264936.0,-41905.0
5057.0,277417.0,9306.0,24536.0,273885.0,13270.0
5071.0,275968.0,-15127.0,24483.0,263903.0,-43307.0
5064.0,277837.0,11620.0,24560.0,274973.0,14645.0
5059.0,275584.0,-17308.0,24471.0,263186.0,-42632.0
5068.0,278162.0,12938.0,24571.0,275598.0,14254.0
5043.0,275270.0,-18571.0,24461.0,262811.0,-40223.0
5088.0,278402.0,13285.0,24577.0,275794.0,11939.0
5038.0,275057.0,-18870.0,24456.0,262838.0,-36161.0
5103.0,278542.0,12716.0,24583.0,275583.0,8152.0
5043.0,274945.0,-18018.0,24457.0,263203.0,-30748.0
5098.0,278562.0,11349.0,24583.0,274971.0,2892.0
5029.0,274953.0,-16299.0,24451.0,264048.0,-24183.0
5097.0,278530.0,9040.0,24573.0,273988.0,-3267.0
5031.0,275068.0,-13653.0,24459.0,265072.0,-17172.0
5104.0,278355.0,6233.0,24568.0,272738.0,-10050.0
5028.0,275290.0,-10476.0,24469.0,266385.0,-9888.0
5098.0,278135.0,2801.0,24557.0,271207.0,-17109.0
5030.0,275590.0,-6792.0,24480.0,267885.0,-2910.0
5100.0,277754.0,-1047.0,24544.0,269670.0,-23824.0
5032.0,275977.0,-2899.0,24496.0,269547.0,3895.0
5104.0,277366.0,-4976.0,24526.0,268058.0,-29590.0
5043.0,276409.0,1011.0,24510.0,271119.0,9648.0
5090.0,276935.0,-8837.0,24516.0,266544.0,-34330.0
5057.0,276830.0,4693.0,24527.0,272606.0,14165.0
5085.0,276481.0,-12316.0,24495.0,265043.0,-37822.0
5057.0,277337.0,7960.0,24542.0,273720.0,16677.0
5082.0,276034.0,-15156.0,24484.0,263761.0,-40158.0
5081.0,277773.0,10574.0,24560.0,274742.0,17269.0
5071.0,275671.0,-17153.0,24471.0,263072.0,-40171.0
5082.0,278090.0,12264.0,24566.0,275326.0,16384.0
5061.0,275346.0,-18327.0,24457.0,262589.0,-38478.0
5091.0,278365.0,12994.0,24578.0,275551.0,13662.0
5047.0,275132.0,-18478.0,24454.0,262648.0,-34860.0
5097.0,278515.0,12686.0,24573.0,275362.0,9538.0
5052.0,275002.0,-17745.0,24447.0,263101.0,-29690.0
5097.0,278597.0,11498.0,24574.0,274832.0,4323.0
5050.0,274981.0,-16115.0,24448.0,263892.0,-23345.0
5111.0,278546.0,9491.0,24571.0,273937.0,-1835.0
5041.0,275063.0,-13697.0,24458.0,264985.0,-16295.0
5116.0,278373.0,6652.0,24566.0,272793.0,-8330.0
5025.0,275276.0,-10540.0,24468.0,266443.0,-8405.0
5125.0,278143.0,3400.0,24557.0,271410.0,-14727.0
5049.0,275570.0,-6883.0,24480.0,267950.0,-850.0
5121.0,277810.0,-263.0,24542.0,269917.0,-20842.0
5046.0,275946.0,-2908.0,24491.0,269680.0,6561.0
5110.0,277387.0,-4161.0,24532.0,268369.0,-26108.0
5059.0,276381.0,1074.0,24509.0,271321.0,12926.0
5106.0,276947.0,-8014.0,24509.0,266861.0,-30426.0
5061.0,276823.0,4711.0,24523.0,272960.0,18195.0
5100.0,276499.0,-11566.0,24496.0,265647.0,-32845.0
5069.0,277287.0,7970.0,24544.0,274290.0,21941.0
5088.0,276068.0,-14563.0,24479.0,264436.0,-34138.0
5075.0,277687.0,10446.0,24552.0,275200.0,23348.0
5062.0,275652.0,-16777.0,24469.0,263526.0,-33948.0
5097.0,278055.0,12111.0,24567.0,275703.0,22586.0
5065.0,275336.0,-18074.0,24459.0,263001.0,-32222.0
5097.0,278324.0,12871.0,24571.0,275803.0,19834.0
5059.0,275118.0,-18345.0,24453.0,262689.0,-29444.0
5101.0,278508.0,12756.0,24581.0,275128.0,14265.0
5051.0,275001.0,-17408.0,24451.0,262459.0,-26612.0
5107.0,278558.0,11962.0,24577.0,273931.0,6052.0
5051.0,274998.0,-15396.0,24456.0,262647.0,-23891.0
5115.0,278547.0,10445.0,24579.0,272515.0,-4084.0
5053.0,275102.0,-12535.0,24459.0,263438.0,-20905.0
5118.0,278398.0,8125.0,24570.0,271235.0,-14355.0
5045.0,275315.0,-8944.0,24472.0,264733.0,-16773.0
5110.0,278157.0,5371.0,24562.0,269729.0,-24318.0
5043.0,275587.0,-4855.0,24485.0,266209.0,-12612.0
5121.0,277839.0,2146.0,24547.0,268418.0,-33175.0
5049.0,275977.0,-659.0,24499.0,268129.0,-7336.0
5111.0,277449.0,-1598.0,24536.0,266943.0,-40256.0
5055.0,276397.0,3464.0,24518.0,269770.0,-2630.0
5101.0,277005.0,-5147.0,24522.0,265485.0,-46011.0
5060.0,276845.0,7347.0,24531.0,271378.0,1207.0
5085.0,276557.0,-8598.0,24511.0,264239.0,-49984.0
5080.0,277283.0,10679.0,24551.0,272847.0,3878.0
5078.0,276111.0,-11481.0,24497.0,263238.0,-51974.0
5085.0,277714.0,13196.0,24564.0,273952.0,4971.0
5076.0,275731.0,-13705.0,24480.0,262595.0,-51916.0
5085.0,278076.0,14894.0,24580.0,274700.0,4552.0
5064.0,275431.0,-14928.0,24475.0,262144.0,-50090.0
5087.0,278353.0,15721.0,24588.0,274916.0,1981.0
5061.0,275178.0,-15285.0,24466.0,262135.0,-46788.0
5104.0,278505.0,15490.0,24592.0,274712.0,-2171.0
5050.0,275063.0,-14537.0,24470.0,262466.0,-42053.0
5093.0,278560.0,14508.0,24590.0,274315.0,-7310.0
5054.0,275027.0,-13012.0,24469.0,263441.0,-35389.0
5117.0,278530.0,12517.0,24588.0,273514.0,-12851.0
5042.0,275110.0,-10713.0,24474.0,264425.0,-28277.0
5116.0,278358.0,9943.0,24580.0,272412.0,-19174.0
5047.0,275315.0,-7661.0,24482.0,266009.0,-20146.0
5117.0,278157.0,6718.0,24571.0,271247.0,-24873.0
5044.0,275558.0,-4255.0,24489.0,267501.0,-12214.0
5116.0,277849.0,3019.0,24557.0,269637.0,-30947.0
5042.0,275935.0,-433.0,24502.0,269016.0,-5179.0
5120.0,277507.0,-532.0,24548.0,268166.0,-36278.0
5048.0,276326.0,3450.0,24523.0,270669.0,1067.0
5112.0,277017.0,-4810.0,24532.0,266527.0,-41144.0
5064.0,276784.0,7081.0,24536.0,272162.0,5840.0
5097.0,276560.0,-8367.0,24511.0,265120.0,-44558.0
5067.0,277239.0,10208.0,24552.0,273481.0,8979.0
5088.0,276124.0,-11441.0,24499.0,264039.0,-46207.0
5084.0,277668.0,12730.0,24571.0,274509.0,10489.0
5080.0,275713.0,-13821.0,24486.0,263057.0,-46477.0
5096.0,277988.0,14445.0,24586.0,275060.0,9776.0
5071.0,275361.0,-15234.0,24487.0,262678.0,-44516.0
5096.0,278192.0,15107.0,24587.0,275090.0,7360.0
5064.0,275052.0,-15686.0,24470.0,262004.0,-42459.0
5100.0,278301.0,15077.0,24598.0,274378.0,1522.0
5054.0,274845.0,-14993.0,24472.0,262149.0,-39234.0
5110.0,278374.0,14218.0,24592.0,273912.0,-4652.0
5042.0,274759.0,-13387.0,24471.0,262710.0,-34451.0
5121.0,278290.0,12538.0,24593.0,272772.0,-12396.0
5054.0,274865.0,-10893.0,24479.0,263871.0,-28734.0
5124.0,278189.0,10017.0,24590.0,272186.0,-18863.0
5051.0,275052.0,-7982.0,24480.0,265662.0,-20499.0
5132.0,277964.0,6722.0,24573.0,271105.0,-24475.0
5054.0,275349.0,-4633.0,24495.0,267443.0,-11896.0
5134.0,277693.0,2914.0,24565.0,269938.0,-29244.0
5058.0,275756.0,-974.0,24507.0,269234.0,-3380.0
5129.0,277313.0,-1084.0,24545.0,268330.0,-33929.0
5067.0,276153.0,2813.0,24517.0,270740.0,3358.0
5121.0,276892.0,-5010.0,24525.0,266828.0,-38029.0
5073.0,276640.0,6415.0,24531.0,272405.0,9080.0
5101.0,276468.0,-8758.0,24510.0,265563.0,-40479.0
5075.0,277109.0,9586.0,24549.0,273791.0,13325.0
5092.0,276011.0,-11819.0,24497.0,264411.0,-41485.0
5070.0,277542.0,12201.0,24566.0,274802.0,15424.0
5085.0,275628.0,-14212.0,24483.0,263557.0,-41099.0
5099.0,277874.0,13868.0,24574.0,275414.0,15477.0
5077.0,275319.0,-15681.0,24474.0,262962.0,-39155.0
5106.0,278197.0,14762.0,24585.0,275614.0,13471.0
5067.0,275105.0,-16092.0,24468.0,262925.0,-35572.0
5107.0,278371.0,14568.0,24590.0,275520.0,9963.0
5056.0,274944.0,-15708.0,24465.0,263244.0,-30421.0
5116.0,278457.0,13570.0,24591.0,275006.0,5229.0
5042.0,274937.0,-14280.0,24466.0,263933.0,-24120.0
5124.0,278417.0,11648.0,24589.0,274135.0,-600.0
5044.0,274989.0,-12109.0,24473.0,264880.0,-17280.0
5124.0,278313.0,9015.0,24579.0,272911.0,-7303.0
5048.0,275179.0,-9206.0,24478.0,266086.0,-10234.0
5122.0,278120.0,5930.0,24569.0,271509.0,-14231.0
5050.0,275461.0,-5717.0,24488.0,267516.0,-3325.0
5122.0,277811.0,2319.0,24554.0,269958.0,-21088.0
5051.0,275820.0,-1845.0,24497.0,269071.0,3195.0
5120.0,277438.0,-1498.0,24540.0,268395.0,-27197.0
5063.0,276232.0,2103.0,24517.0,270653.0,9036.0
5116.0,277013.0,-5294.0,24526.0,266825.0,-32293.0
5059.0,276694.0,5832.0,24535.0,272114.0,13531.0
5111.0,276574.0,-8861.0,24516.0,265382.0,-36197.0
5075.0,277127.0,9132.0,24555.0,273400.0,16407.0
5087.0,276113.0,-11902.0,24503.0,264235.0,-38430.0
5091.0,277551.0,11780.0,24561.0,274463.0,17758.0
5087.0,275712.0,-14274.0,24490.0,263389.0,-38719.0
5092.0,277907.0,13584.0,24578.0,275161.0,17445.0
5074.0,275390.0,-15704.0,24478.0,262898.0,-37125.0
5099.0,278218.0,14529.0,24585.0,275418.0,15314.0
5067.0,275136.0,-16277.0,24470.0,262765.0,-34005.0
5106.0,278386.0,14378.0,24588.0,275353.0,11602.0
5055.0,274999.0,-15851.0,24467.0,263129.0,-29103.0
5114.0,278463.0,13454.0,24597.0,274870.0,6752.0
5058.0,274934.0,-14485.0,24465.0,263752.0,-23168.0
5122.0,278456.0,11665.0,24591.0,274051.0,839.0
5051.0,275026.0,-12282.0,24475.0,264758.0,-16402.0
5122.0,278338.0,9049.0,24586.0,272928.0,-5679.0
5048.0,275170.0,-9438.0,24481.0,266022.0,-9193.0
5123.0,278112.0,5892.0,24573.0,271595.0,-12366.0
5037.0,275451.0,-5949.0,24491.0,267496.0,-2005.0
5127.0,277805.0,2291.0,24563.0,270122.0,-18831.0
5049.0,275799.0,-2170.0,24505.0,269082.0,4917.0
5123.0,277426.0,-1542.0,24547.0,268586.0,-24660.0
5054.0,276207.0,1724.0,24521.0,270717.0,11071.0
